team_name,three_point_shot,shot_made,type,shot_type,shot_subtype,points_scored,event_coord_x,event_coord_y,team_basket,elapsed_time_sec,game_clock,round
Hokies,FALSE,TRUE,fieldgoal,NA,NA,2,997,259,right,1554,14:06:00,NA
Hokies,TRUE,FALSE,fieldgoal,jump shot,NA,NA,329,308,left,892,05:08:00,NA
Hokies,FALSE,FALSE,fieldgoal,jump shot,NA,NA,947,249,right,638,09:22:00,NA
Hokies,TRUE,FALSE,fieldgoal,NA,NA,NA,247,68,left,2252,02:28:00,NA
Hokies,FALSE,TRUE,fieldgoal,tip shot,NA,2,105,298,left,2346,00:54:00,NA
Hokies,FALSE,FALSE,fieldgoal,layup,NA,NA,78,272,left,1197,00:03:00,NA
Hokies,FALSE,TRUE,fieldgoal,layup,finger roll,2,78,297,left,1847,09:13:00,First Round
Hokies,FALSE,FALSE,fieldgoal,NA,NA,NA,67,341,left,998,03:22:00,NA
Hokies,FALSE,TRUE,fieldgoal,layup,NA,2,72,303,left,1672,12:08:00,NA
Hokies,FALSE,TRUE,fieldgoal,NA,NA,2,94,264,left,1289,18:31:00,NA
Hokies,FALSE,TRUE,fieldgoal,dunk,NA,2,88,276,left,2320,01:20:00,NA
Hokies,TRUE,FALSE,fieldgoal,NA,NA,NA,782,345,right,404,13:16:00,NA
Hokies,FALSE,TRUE,fieldgoal,NA,NA,2,992,310,right,251,15:49:00,NA
Hokies,FALSE,TRUE,fieldgoal,jump shot,NA,2,119,339,left,1688,11:52:00,NA
Hokies,TRUE,TRUE,fieldgoal,jump shot,NA,3,277,113,left,1203,19:57:00,NA
Hokies,TRUE,FALSE,fieldgoal,NA,NA,NA,830,111,right,953,04:07:00,NA
Hokies,FALSE,FALSE,fieldgoal,NA,NA,NA,88,332,left,1251,19:09:00,NA
Hokies,TRUE,FALSE,fieldgoal,NA,NA,NA,845,115,right,1534,14:26:00,NA
Hokies,TRUE,FALSE,fieldgoal,NA,NA,NA,854,108,right,527,11:13:00,NA
Hokies,TRUE,TRUE,fieldgoal,jump shot,NA,3,1074,24,right,72,18:48:00,NA
Hokies,FALSE,FALSE,fieldgoal,jump shot,NA,NA,954,437,right,1134,01:06:00,Second Round
Hokies,FALSE,FALSE,fieldgoal,NA,NA,NA,72,253,left,2171,03:49:00,NA
Hokies,FALSE,TRUE,fieldgoal,layup,NA,2,85,296,left,1440,16:00:00,NA
Hokies,FALSE,FALSE,fieldgoal,layup,NA,NA,1048,267,right,1435,16:05:00,NA
Hokies,TRUE,FALSE,fieldgoal,jump shot,NA,NA,1023,214,right,872,05:28:00,NA
Hokies,TRUE,TRUE,fieldgoal,NA,NA,3,151,545,left,1293,18:27:00,NA
Hokies,TRUE,FALSE,fieldgoal,jump shot,NA,NA,823,180,right,579,10:21:00,First Round
Hokies,FALSE,FALSE,fieldgoal,layup,NA,NA,75,331,left,1925,07:55:00,NA
Hokies,TRUE,TRUE,fieldgoal,jump shot,NA,3,1006,548,right,1667,12:13:00,NA
Hokies,FALSE,TRUE,fieldgoal,layup,NA,2,1031,333,right,1084,01:56:00,NA
