team_name,three_point_shot,shot_made,type,shot_type,shot_subtype,points_scored,event_coord_x,event_coord_y,team_basket,elapsed_time_sec,game_clock,round
Seminoles,FALSE,TRUE,fieldgoal,jump shot,floating,2,109,216,left,812,06:28:00,NA
Seminoles,FALSE,FALSE,fieldgoal,NA,NA,NA,1002,279,right,1270,18:50:00,NA
Seminoles,TRUE,TRUE,fieldgoal,jump shot,NA,3,72,27,left,692,08:28:00,NA
Seminoles,TRUE,FALSE,fieldgoal,jump shot,NA,NA,1066,24,right,1481,15:19:00,NA
Seminoles,FALSE,TRUE,fieldgoal,NA,NA,2,935,431,right,2390,00:10:00,NA
Seminoles,TRUE,FALSE,fieldgoal,jump shot,NA,NA,863,501,right,820,06:20:00,NA
Seminoles,TRUE,FALSE,fieldgoal,jump shot,NA,NA,756,253,right,1924,07:56:00,First Round
Seminoles,FALSE,TRUE,fieldgoal,layup,NA,2,1027,294,right,1594,13:26:00,NA
Seminoles,FALSE,TRUE,fieldgoal,layup,NA,2,27,259,left,550,10:50:00,NA
Seminoles,TRUE,FALSE,fieldgoal,jump shot,NA,NA,765,328,right,1846,09:14:00,NA
Seminoles,FALSE,FALSE,fieldgoal,NA,NA,NA,1031,386,right,1631,12:49:00,NA
Seminoles,FALSE,FALSE,fieldgoal,layup,NA,NA,125,250,left,593,10:07:00,NA
Seminoles,TRUE,TRUE,fieldgoal,jump shot,NA,3,1071,15,right,1954,07:26:00,NA
Seminoles,TRUE,FALSE,fieldgoal,jump shot,NA,NA,1078,560,right,1807,09:53:00,NA
Seminoles,FALSE,FALSE,fieldgoal,NA,NA,NA,98,325,left,604,09:56:00,NA
Seminoles,FALSE,TRUE,fieldgoal,layup,NA,2,126,276,left,1134,01:06:00,NA
Seminoles,TRUE,FALSE,fieldgoal,jump shot,NA,NA,835,462,right,1688,11:52:00,NA
Seminoles,FALSE,FALSE,fieldgoal,jump shot,NA,NA,139,75,left,1151,00:49:00,NA
Seminoles,FALSE,FALSE,fieldgoal,jump shot,floating,NA,1026,155,right,1702,11:38:00,NA
Seminoles,TRUE,TRUE,fieldgoal,jump shot,NA,3,866,65,right,1834,09:26:00,NA
Seminoles,FALSE,FALSE,fieldgoal,layup,NA,NA,127,286,left,882,05:18:00,NA
Seminoles,FALSE,TRUE,fieldgoal,dunk,NA,2,1052,291,right,699,08:21:00,NA
Seminoles,FALSE,FALSE,fieldgoal,jump shot,NA,NA,917,300,right,2008,06:32:00,NA
Seminoles,TRUE,TRUE,fieldgoal,jump shot,NA,3,1090,571,right,604,09:56:00,NA
Seminoles,FALSE,TRUE,fieldgoal,jump shot,NA,2,147,301,left,132,17:48:00,NA
Seminoles,FALSE,TRUE,fieldgoal,jump shot,pullup,2,181,228,left,175,17:05:00,NA
Seminoles,FALSE,TRUE,fieldgoal,NA,NA,2,1050,421,right,680,08:40:00,NA
Seminoles,FALSE,TRUE,fieldgoal,NA,NA,2,941,233,right,1579,13:41:00,NA
Seminoles,FALSE,TRUE,fieldgoal,dunk,NA,2,98,318,left,1005,03:15:00,NA
Seminoles,TRUE,FALSE,fieldgoal,jump shot,NA,NA,1066,572,right,1639,12:41:00,NA
Seminoles,TRUE,FALSE,fieldgoal,jump shot,NA,NA,1062,27,right,2244,02:36:00,NA
Seminoles,FALSE,FALSE,fieldgoal,jump shot,NA,NA,175,277,left,376,13:44:00,NA
Seminoles,FALSE,FALSE,fieldgoal,layup,NA,NA,1042,342,right,1938,07:42:00,NA
Seminoles,TRUE,FALSE,fieldgoal,jump shot,NA,NA,823,177,right,2240,02:40:00,NA
Seminoles,FALSE,TRUE,fieldgoal,layup,NA,2,70,328,left,883,05:17:00,Second Round
Seminoles,FALSE,TRUE,fieldgoal,dunk,driving,2,82,276,left,1982,06:58:00,Second Round
Seminoles,FALSE,TRUE,fieldgoal,jump shot,NA,2,995,249,right,1689,11:51:00,NA
Seminoles,TRUE,TRUE,fieldgoal,jump shot,NA,3,1089,571,right,1948,07:32:00,NA
Seminoles,FALSE,TRUE,fieldgoal,dunk,NA,2,94,309,left,566,10:34:00,NA
