home_name,away_name,event_coord_x,event_coord_y,shot_type,shot_subtype,three_point_shot,points_scored
Bears,Sycamores,1023.0,287.0,layup,,false,2.0
Bears,Salukis,285.0,332.0,jump shot,pullup,false,2.0
Bears,Redbirds,292.0,465.0,jump shot,,true,3.0
Bears,Aces,194.0,380.0,jump shot,,false,2.0
Bears,Owls,918.0,164.0,jump shot,,false,2.0
Bears,Salukis,1085.0,572.0,jump shot,,true,3.0
Bears,Redbirds,77.0,322.0,layup,,false,2.0
Bears,Ramblers,1014.0,497.0,jump shot,,false,2.0
Bears,Salukis,71.0,319.0,layup,,false,2.0
Bears,Jaguars,215.0,442.0,jump shot,,false,2.0
Bears,Panthers,954.0,150.0,jump shot,,false,2.0
Bears,Owls,1052.0,312.0,layup,,false,2.0
Bears,Shockers,133.0,252.0,layup,,false,2.0
Bears,Aces,85.0,336.0,layup,,false,2.0
Bears,Panthers,259.0,494.0,jump shot,,true,3.0
Bears,Panthers,1040.0,303.0,layup,,false,2.0
Bears,Aces,202.0,203.0,jump shot,,false,2.0
Bears,Aggies,222.0,84.0,jump shot,,true,3.0
Bears,Salukis,101.0,356.0,layup,,false,2.0
Bears,Golden Eagles,1052.0,262.0,layup,,false,2.0
Bears,Jaguars,77.0,564.0,jump shot,,true,3.0
Bears,Sycamores,216.0,317.0,jump shot,,false,2.0
Bears,Redhawks,811.0,160.0,jump shot,,true,3.0
Bears,Ramblers,70.0,297.0,dunk,,false,2.0
Bears,Jaguars,110.0,341.0,layup,,false,2.0
Bears,Shockers,986.0,252.0,dunk,,false,2.0
Bears,Owls,281.0,273.0,jump shot,,false,2.0
Bears,Aces,94.0,272.0,jump shot,,false,2.0
Bears,Sycamores,82.0,291.0,jump shot,,false,2.0
Bears,Sycamores,820.0,102.0,jump shot,,true,3.0
Bears,Panthers,1003.0,36.0,jump shot,,true,3.0
Bears,Redhawks,354.0,248.0,jump shot,,true,3.0
Bears,Jaguars,956.0,293.0,jump shot,,false,2.0
Bears,Golden Eagles,1062.0,324.0,layup,,false,2.0
Bears,Braves,1062.0,336.0,layup,,false,2.0
Bears,Gamecocks,118.0,256.0,layup,,false,2.0
Bears,Golden Eagles,852.0,261.0,jump shot,,false,2.0
Bears,Braves,1037.0,353.0,jump shot,,false,2.0
Bears,Aggies,281.0,438.0,jump shot,,true,3.0
Bears,Sycamores,899.0,523.0,jump shot,,true,3.0
Bears,Salukis,72.0,355.0,layup,,false,2.0
Bears,Golden Hurricane,129.0,304.0,layup,,false,2.0
Bears,Golden Hurricane,972.0,54.0,jump shot,,true,3.0
Bears,Redhawks,81.0,286.0,layup,,false,2.0
Bears,Jaguars,1031.0,300.0,layup,,false,2.0
Bears,Owls,77.0,298.0,dunk,,false,2.0
Bears,Jaguars,127.0,368.0,jump shot,,false,2.0
Bears,Braves,232.0,292.0,jump shot,,false,2.0
Bears,Golden Hurricane,1017.0,281.0,layup,,false,2.0
Bears,Shockers,151.0,245.0,layup,,false,2.0
Bears,Bulldogs,105.0,332.0,layup,,false,2.0
Bears,Jaguars,261.0,112.0,jump shot,,true,3.0
Bears,Salukis,814.0,372.0,jump shot,,true,3.0
Bears,Redbirds,64.0,296.0,dunk,,false,2.0
Bears,Braves,900.0,424.0,jump shot,,false,2.0
Bears,Ramblers,81.0,274.0,layup,,false,2.0
Bears,Braves,989.0,557.0,jump shot,,true,3.0
Bears,Panthers,236.0,219.0,jump shot,,false,2.0
Bears,Panthers,253.0,505.0,jump shot,,true,3.0
Bears,Sycamores,108.0,294.0,layup,,false,2.0
Bears,Ramblers,78.0,293.0,layup,,false,2.0
Bears,Jaguars,129.0,324.0,jump shot,,false,2.0
Bears,Braves,820.0,407.0,jump shot,,true,3.0
Bears,Jaguars,1027.0,17.0,jump shot,,true,3.0
Bears,Aces,1041.0,318.0,dunk,,false,2.0
Bears,Sycamores,267.0,168.0,jump shot,step back,false,2.0
Bears,Braves,1033.0,376.0,jump shot,turnaround,false,2.0
Bears,Sycamores,1044.0,272.0,layup,,false,2.0
Bears,Braves,278.0,454.0,jump shot,,true,3.0
Bears,Jaguars,168.0,245.0,jump shot,,false,2.0
Bears,Panthers,280.0,92.0,jump shot,,true,3.0
Bears,Braves,78.0,301.0,layup,putback,false,2.0
Bears,Braves,873.0,507.0,jump shot,,true,3.0
Bears,Sycamores,1045.0,317.0,layup,,false,2.0
Bears,Aces,354.0,411.0,jump shot,,true,3.0
Bears,Braves,96.0,252.0,layup,,false,2.0
Bears,Aces,84.0,111.0,jump shot,,false,2.0
Bears,Salukis,88.0,339.0,layup,putback,false,2.0
Bears,Blue Demons,108.0,207.0,layup,,false,2.0
Bears,Crusaders,125.0,286.0,jump shot,,false,2.0
Bears,Crusaders,288.0,457.0,jump shot,,true,3.0
Bears,Salukis,799.0,216.0,jump shot,,true,3.0
Bears,Salukis,184.0,297.0,jump shot,,false,2.0
Bears,Salukis,63.0,432.0,jump shot,,false,2.0
Bears,Crusaders,1028.0,46.0,jump shot,,true,3.0
Bears,Crusaders,866.0,281.0,jump shot,,false,2.0
Bears,Salukis,157.0,427.0,jump shot,,false,2.0
Bears,Golden Gophers,101.0,296.0,layup,,false,2.0
Bears,Golden Gophers,70.0,329.0,layup,,false,2.0
Bears,Golden Gophers,770.0,277.0,jump shot,,true,3.0
Bears,Bulldogs,1021.0,27.0,jump shot,,true,3.0
Bears,Bulldogs,149.0,279.0,jump shot,,false,2.0
Bears,Bulldogs,118.0,269.0,dunk,,false,2.0
Bears,Bulldogs,123.0,272.0,layup,,false,2.0
Bears,Cowboys,789.0,455.0,jump shot,pullup,true,3.0
Bears,Cowboys,185.0,269.0,jump shot,,false,2.0
Bears,Cowboys,1083.0,565.0,jump shot,,true,3.0
Bears,Cowboys,995.0,300.0,jump shot,,false,2.0
Bears,Cowboys,901.0,317.0,jump shot,floating,false,2.0
Bears,Cowboys,1051.0,351.0,layup,,false,2.0
Bears,Cowboys,187.0,427.0,jump shot,,false,2.0
Bears,Cowboys,880.0,242.0,jump shot,,false,2.0
Bears,Cowboys,119.0,171.0,hook shot,,false,2.0
Bears,Cowboys,77.0,308.0,layup,,false,2.0
Bears,Tigers,181.0,36.0,jump shot,,true,3.0
Bears,Tigers,1002.0,253.0,jump shot,driving,false,2.0
Bears,Tigers,113.0,255.0,dunk,,false,2.0
Bears,Tigers,879.0,492.0,jump shot,,true,3.0
Bears,Tigers,339.0,428.0,jump shot,,true,3.0
Bears,Tigers,309.0,113.0,jump shot,,true,3.0
Bears,Tigers,180.0,547.0,jump shot,,true,3.0
Bears,Gamecocks,807.0,421.0,jump shot,,true,3.0
Bears,Gamecocks,1031.0,294.0,layup,driving,false,2.0
Bears,Tigers,74.0,325.0,dunk,alley-oop,false,2.0
Bears,Tigers,91.0,280.0,layup,,false,2.0
Bears,Tigers,993.0,253.0,jump shot,,false,2.0
Bears,Tigers,122.0,320.0,jump shot,,false,2.0
Bears,Tigers,1016.0,263.0,jump shot,,false,2.0
Bears,Tigers,75.0,293.0,layup,,false,2.0
Bears,Tigers,366.0,218.0,jump shot,,true,3.0
Bears,Tigers,64.0,317.0,dunk,,false,2.0
Bears,Tigers,914.0,516.0,jump shot,,true,3.0
Bears,Tigers,1054.0,322.0,layup,,false,2.0
Bears,Tigers,92.0,284.0,layup,driving,false,2.0
Bears,Tigers,1044.0,336.0,layup,,false,2.0
Bears,Tigers,205.0,307.0,jump shot,,false,2.0
Bears,Bears,342.0,116.0,jump shot,,true,3.0
Bears,Bears,1010.0,180.0,hook shot,,false,2.0
Bears,Bears,82.0,291.0,dunk,driving,false,2.0
Bears,Bears,71.0,314.0,layup,,false,2.0
Bears,Bears,1055.0,293.0,layup,,false,2.0
Bears,Bears,1041.0,286.0,layup,reverse,false,2.0
Bears,Rams,332.0,236.0,jump shot,,true,3.0
Bears,Warhawks,876.0,81.0,jump shot,,true,3.0
Bears,Warhawks,1059.0,273.0,layup,,false,2.0
Bears,Aggies,120.0,287.0,layup,,false,2.0
Bears,Aggies,869.0,229.0,jump shot,pullup,false,2.0
Bears,Aggies,192.0,390.0,jump shot,,false,2.0
Bears,Aggies,1010.0,257.0,layup,,false,2.0
Bears,Aggies,887.0,499.0,jump shot,,true,3.0
Bears,Aggies,784.0,255.0,jump shot,,true,3.0
Bears,Aggies,934.0,184.0,jump shot,,false,2.0
Bears,Bearkats,89.0,298.0,tip shot,,false,2.0
Bears,Bearkats,360.0,255.0,jump shot,,true,3.0
Bears,Bearkats,1028.0,368.0,layup,,false,2.0
Bears,Bearkats,168.0,263.0,jump shot,,false,2.0
Bears,Bearkats,1027.0,362.0,jump shot,,false,2.0
Bears,Bearkats,1044.0,241.0,dunk,,false,2.0
Bears,Salukis,78.0,296.0,layup,,false,2.0
Bears,Salukis,1052.0,308.0,layup,,false,2.0
Bears,Salukis,84.0,298.0,layup,,false,2.0
Bears,Salukis,914.0,421.0,jump shot,pullup,false,2.0
Bears,Salukis,194.0,290.0,jump shot,,false,2.0
Bears,Salukis,330.0,153.0,jump shot,,true,3.0
Bears,Salukis,257.0,94.0,jump shot,,true,3.0
Bears,Salukis,1027.0,291.0,dunk,putback,false,2.0
Bears,Salukis,1066.0,284.0,layup,,false,2.0
Bears,Salukis,139.0,229.0,hook shot,,false,2.0
Bears,Salukis,1066.0,363.0,layup,,false,2.0
Bears,Salukis,109.0,310.0,layup,,false,2.0
Bears,Salukis,89.0,558.0,jump shot,,true,3.0
Bears,Salukis,281.0,298.0,jump shot,fadeaway,false,2.0
Bears,Lumberjacks,65.0,255.0,layup,,false,2.0
Bears,Lumberjacks,763.0,293.0,jump shot,,true,3.0
Bears,Keydets,1035.0,284.0,layup,,false,2.0
Bears,Keydets,1024.0,298.0,layup,,false,2.0
Bears,Gamecocks,1006.0,239.0,layup,,false,2.0
Bears,Gamecocks,342.0,291.0,jump shot,,true,3.0
Bears,Demons,890.0,221.0,jump shot,,false,2.0
Bears,Demons,236.0,64.0,jump shot,,true,3.0
Bears,Demons,911.0,286.0,jump shot,,false,2.0
Bears,Demons,98.0,298.0,layup,,false,2.0
Bears,Demons,976.0,552.0,jump shot,,true,3.0
Bears,Demons,1000.0,257.0,layup,,false,2.0
Bears,Demons,122.0,156.0,jump shot,,false,2.0
Bears,Jaguars,876.0,113.0,jump shot,,true,3.0
Bears,Jaguars,845.0,290.0,jump shot,,false,2.0
Bears,Jaguars,123.0,249.0,layup,,false,2.0
Bears,Jaguars,1019.0,231.0,layup,,false,2.0
Bears,Jaguars,353.0,332.0,jump shot,,true,3.0
Bears,Jaguars,137.0,286.0,layup,,false,2.0
Bears,Jaguars,78.0,255.0,layup,,false,2.0
Bears,Jaguars,140.0,246.0,layup,,false,2.0
Bears,Jaguars,71.0,338.0,layup,,false,2.0
Bears,Bulldogs,177.0,365.0,jump shot,,false,2.0
Bears,Bulldogs,818.0,440.0,jump shot,,true,3.0
Bears,Bulldogs,72.0,303.0,dunk,,false,2.0
Bears,Owls,1044.0,332.0,layup,,false,2.0
Bears,Owls,87.0,264.0,layup,,false,2.0
Bears,Owls,75.0,324.0,layup,,false,2.0
Bears,Horned Frogs,783.0,305.0,jump shot,,true,3.0
Bears,Horned Frogs,88.0,298.0,layup,,false,2.0
Bears,Horned Frogs,1002.0,296.0,jump shot,,false,2.0
Bears,Horned Frogs,364.0,200.0,jump shot,,true,3.0
Bears,Horned Frogs,139.0,33.0,jump shot,,true,3.0
Bears,Horned Frogs,122.0,277.0,layup,,false,2.0
Bears,Horned Frogs,792.0,201.0,jump shot,,true,3.0
Bears,Horned Frogs,99.0,291.0,layup,,false,2.0
Bears,Horned Frogs,335.0,362.0,jump shot,,true,3.0
Bears,Horned Frogs,1019.0,29.0,jump shot,,true,3.0
Bears,Trojans,58.0,314.0,layup,,false,2.0
Bears,Trojans,46.0,297.0,dunk,,false,2.0
Bears,Trojans,1086.0,562.0,jump shot,,true,3.0
Bears,Bulldogs,1038.0,408.0,jump shot,,false,2.0
Bears,Bulldogs,74.0,298.0,dunk,,false,2.0
Bears,Bulldogs,70.0,311.0,layup,,false,2.0
Bears,Rams,797.0,420.0,jump shot,,true,3.0
Bears,Bulldogs,116.0,187.0,jump shot,,false,2.0
Bears,Bulldogs,165.0,314.0,jump shot,,false,2.0
Bears,Bulldogs,79.0,221.0,jump shot,,false,2.0
Bears,Bulldogs,82.0,359.0,jump shot,,false,2.0
Bears,Bulldogs,738.0,250.0,jump shot,,true,3.0
Bears,Bulldogs,342.0,287.0,jump shot,,true,3.0
Bears,Bulldogs,315.0,427.0,jump shot,,true,3.0
Bears,Bulldogs,1034.0,291.0,layup,,false,2.0
Bears,Bulldogs,295.0,449.0,jump shot,,true,3.0
Bears,Bulldogs,105.0,266.0,layup,,false,2.0
Bears,Bulldogs,875.0,114.0,jump shot,,true,3.0
Bears,Bulldogs,213.0,156.0,jump shot,,false,2.0
Bears,Bulldogs,177.0,444.0,jump shot,,false,2.0
Bears,Bulldogs,228.0,424.0,jump shot,,false,2.0
Bears,Bulldogs,1040.0,331.0,layup,,false,2.0
Bears,Bulldogs,99.0,294.0,jump shot,,false,2.0
Bears,Bulldogs,244.0,283.0,jump shot,,false,2.0
Bears,Jaguars,817.0,414.0,jump shot,,true,3.0
Bears,Jaguars,119.0,304.0,jump shot,,false,2.0
Bears,Jaguars,325.0,407.0,jump shot,,true,3.0
Bears,Longhorns,920.0,349.0,jump shot,,false,2.0
Bears,Longhorns,808.0,442.0,jump shot,,true,3.0
Bears,Longhorns,925.0,286.0,jump shot,,false,2.0
Bears,Longhorns,931.0,298.0,jump shot,,false,2.0
Bears,Longhorns,281.0,135.0,jump shot,,true,3.0
Bears,Longhorns,983.0,325.0,jump shot,,false,2.0
Bears,Longhorns,54.0,567.0,jump shot,,true,3.0
Bears,Golden Hurricane,140.0,221.0,layup,,false,2.0
Bears,Golden Hurricane,897.0,300.0,jump shot,,false,2.0
Bears,Golden Hurricane,766.0,249.0,jump shot,,true,3.0
Bears,Saints,77.0,314.0,dunk,,false,2.0
Bears,Saints,88.0,276.0,layup,,false,2.0
Bears,Tigers,79.0,274.0,layup,,false,2.0
Bears,Cowboys,842.0,77.0,jump shot,,true,3.0
Bears,Tigers,1045.0,283.0,dunk,,false,2.0
Bears,Cowboys,318.0,440.0,jump shot,,true,3.0
Bears,Saints,125.0,194.0,jump shot,,false,2.0
Bears,Saints,1054.0,263.0,layup,putback,false,2.0
Bears,Saints,68.0,555.0,jump shot,,true,3.0
Bears,Saints,87.0,284.0,layup,,false,2.0
Bears,Saints,1058.0,286.0,layup,,false,2.0
Bears,Saints,823.0,410.0,jump shot,,true,3.0
Bears,Saints,72.0,47.0,jump shot,,true,3.0
Bears,Saints,1059.0,273.0,layup,,false,2.0
Bears,Cowboys,101.0,287.0,jump shot,,false,2.0
Bears,Cowboys,94.0,288.0,layup,,false,2.0
Bears,Aggies,87.0,280.0,layup,putback,false,2.0
Bears,Trojans,48.0,307.0,layup,,false,2.0
Bears,Aggies,243.0,407.0,jump shot,pullup,false,2.0
Bears,Bluejays,79.0,345.0,layup,finger roll,false,2.0
Bears,Bluejays,71.0,296.0,layup,,false,2.0
Bears,Bluejays,72.0,320.0,layup,driving,false,2.0
Bears,Bluejays,880.0,324.0,jump shot,,false,2.0
Bears,Wildcats,1052.0,318.0,layup,,false,2.0
Bears,Mountaineers,1054.0,336.0,layup,,false,2.0
Bears,Wildcats,64.0,281.0,layup,,false,2.0
Bears,Bears,70.0,312.0,layup,,false,2.0
Bears,Wildcats,980.0,355.0,layup,,false,2.0
Bears,Cowboys,208.0,288.0,hook shot,,false,2.0
Bears,Golden Eagles,873.0,188.0,jump shot,,false,2.0
Bears,Demons,102.0,276.0,layup,,false,2.0
Bears,Cowboys,143.0,390.0,jump shot,,false,2.0
Bears,Bears,81.0,277.0,tip shot,,false,2.0
Bears,Wildcats,122.0,318.0,layup,,false,2.0
Bears,Horned Frogs,1019.0,300.0,layup,,false,2.0
Bears,Cyclones,127.0,274.0,jump shot,,false,2.0
Bears,Lumberjacks,113.0,311.0,layup,,false,2.0
Bears,Aggies,1023.0,301.0,jump shot,,false,2.0
Bears,Wildcats,71.0,286.0,dunk,,false,2.0
Bears,Red Raiders,71.0,341.0,jump shot,,false,2.0
Bears,Tigers,364.0,288.0,jump shot,,true,3.0
Bears,Longhorns,1023.0,286.0,layup,,false,2.0
Bears,Sooners,89.0,294.0,layup,,false,2.0
Bears,Golden Eagles,1035.0,320.0,layup,,false,2.0
Bears,Tigers,98.0,39.0,jump shot,,true,3.0
Bears,Cowboys,78.0,315.0,layup,,false,2.0
Bears,Tigers,74.0,277.0,layup,,false,2.0
Bears,Longhorns,1052.0,308.0,layup,,false,2.0
Bears,Lumberjacks,74.0,17.0,jump shot,,true,3.0
Bears,Bearkats,1037.0,335.0,jump shot,floating,false,2.0
Bears,Tigers,763.0,304.0,jump shot,,true,3.0
Bears,Jaguars,773.0,216.0,jump shot,,true,3.0
Bears,Demons,928.0,303.0,jump shot,,false,2.0
Bears,Rams,273.0,457.0,jump shot,,true,3.0
Bears,Panthers,989.0,269.0,jump shot,,false,2.0
Bears,Ducks,958.0,238.0,jump shot,,false,2.0
Bears,Golden Eagles,954.0,438.0,jump shot,pullup,false,2.0
Bears,Cyclones,1048.0,294.0,dunk,,false,2.0
Bears,Cyclones,209.0,235.0,jump shot,,false,2.0
Bears,Cowboys,983.0,235.0,jump shot,floating,false,2.0
Bears,Longhorns,1011.0,307.0,layup,,false,2.0
Bears,Sooners,986.0,301.0,jump shot,,false,2.0
Bears,Bulldogs,784.0,370.0,jump shot,,true,3.0
Bears,Longhorns,930.0,327.0,jump shot,,false,2.0
Bears,Jaguars,87.0,262.0,dunk,,false,2.0
Bears,Tigers,1055.0,284.0,layup,,false,2.0
Bears,Cyclones,1024.0,310.0,jump shot,,false,2.0
Bears,Jaguars,876.0,488.0,jump shot,,true,3.0
Bears,Aggies,1031.0,280.0,layup,,false,2.0
Bears,Longhorns,987.0,197.0,jump shot,,false,2.0
Bears,Sooners,1007.0,293.0,layup,,false,2.0
Bears,Tigers,106.0,269.0,layup,,false,2.0
Bears,Tigers,1010.0,293.0,hook shot,,false,2.0
Bears,Tigers,1048.0,327.0,layup,,false,2.0
Bears,Cyclones,132.0,44.0,jump shot,,true,3.0
Bears,Commodores,1055.0,329.0,layup,,false,2.0
Bears,Cowboys,137.0,245.0,layup,,false,2.0
Bears,Horned Frogs,185.0,187.0,jump shot,,false,2.0
Bears,Jayhawks,228.0,197.0,jump shot,,false,2.0
Bears,Longhorns,866.0,108.0,jump shot,,true,3.0
Bears,Wildcats,280.0,466.0,jump shot,,true,3.0
Bears,Aggies,980.0,262.0,jump shot,,false,2.0
Bears,Tigers,815.0,152.0,jump shot,,true,3.0
Bears,Cowboys,188.0,286.0,jump shot,floating,false,2.0
Bears,Cyclones,1048.0,300.0,layup,,false,2.0
Bears,Red Wolves,1006.0,250.0,jump shot,,false,2.0
Bears,Horned Frogs,102.0,259.0,jump shot,,false,2.0
Bears,Horned Frogs,99.0,329.0,layup,,false,2.0
Bears,Panthers,954.0,305.0,jump shot,,false,2.0
Bears,Tigers,68.0,297.0,dunk,driving,false,2.0
Bears,Horned Frogs,1055.0,296.0,dunk,,false,2.0
Bears,Cowboys,122.0,303.0,layup,,false,2.0
Bears,Commodores,1042.0,325.0,layup,,false,2.0
Bears,Ducks,32.0,341.0,layup,,false,2.0
Bears,Cyclones,1034.0,311.0,layup,,false,2.0
Bears,Shockers,134.0,269.0,jump shot,,false,2.0
Bears,Aggies,1014.0,321.0,jump shot,,false,2.0
Bears,Tigers,74.0,293.0,dunk,,false,2.0
Bears,Longhorns,91.0,273.0,jump shot,,false,2.0
Bears,Mountaineers,188.0,533.0,jump shot,,true,3.0
Bears,Islanders,110.0,298.0,dunk,,false,2.0
Bears,Tigers,1037.0,288.0,layup,,false,2.0
Bears,Jayhawks,1021.0,355.0,layup,,false,2.0
Bears,Tigers,187.0,211.0,jump shot,,false,2.0
Bears,Tigers,61.0,554.0,jump shot,,true,3.0
Bears,Panthers,1003.0,291.0,jump shot,,false,2.0
Bears,Wildcats,799.0,264.0,jump shot,pullup,true,3.0
Bears,Tigers,1013.0,216.0,jump shot,,false,2.0
Bears,Islanders,1041.0,298.0,layup,,false,2.0
Bears,Mountaineers,96.0,136.0,jump shot,,false,2.0
Bears,Mountaineers,70.0,273.0,layup,,false,2.0
Bears,Aggies,1030.0,276.0,layup,,false,2.0
Bears,Lumberjacks,972.0,293.0,dunk,,false,2.0
Bears,Musketeers,1047.0,290.0,dunk,,false,2.0
Bears,Aggies,273.0,122.0,jump shot,,true,3.0
Bears,Cowboys,103.0,308.0,dunk,,false,2.0
Bears,Longhorns,81.0,276.0,layup,,false,2.0
Bears,Cyclones,91.0,331.0,layup,,false,2.0
Bears,Cyclones,249.0,266.0,jump shot,,false,2.0
Bears,Mountaineers,835.0,82.0,jump shot,,true,3.0
Bears,Lumberjacks,94.0,267.0,layup,,false,2.0
Bears,Longhorns,94.0,318.0,layup,,false,2.0
Bears,Longhorns,1042.0,301.0,layup,,false,2.0
Bears,Wildcats,81.0,293.0,layup,,false,2.0
Bears,Tigers,1019.0,294.0,dunk,,false,2.0
Bears,Jaguars,978.0,305.0,layup,,false,2.0
Bears,Tigers,1089.0,34.0,jump shot,,true,3.0
Bears,Bears,85.0,301.0,layup,,false,2.0
Bears,Panthers,914.0,226.0,jump shot,,false,2.0
Bears,Wildcats,1041.0,281.0,jump shot,,false,2.0
Bears,Musketeers,71.0,300.0,layup,,false,2.0
Bears,Horned Frogs,1007.0,300.0,jump shot,,false,2.0
Bears,Shockers,938.0,304.0,jump shot,floating,false,2.0
Bears,Cyclones,955.0,255.0,jump shot,,true,3.0
Bears,Demons,88.0,281.0,layup,,false,2.0
Bears,Longhorns,1011.0,411.0,jump shot,,false,2.0
Bears,Aggies,91.0,324.0,layup,,false,2.0
Bears,Mountaineers,347.0,315.0,jump shot,,true,3.0
Bears,Musketeers,961.0,225.0,jump shot,turnaround,false,2.0
Bears,Shockers,1083.0,27.0,jump shot,,true,3.0
Bears,Horned Frogs,1000.0,307.0,jump shot,,false,2.0
Bears,Cowboys,292.0,152.0,jump shot,,true,3.0
Bears,Sooners,873.0,440.0,jump shot,,false,2.0
Bears,Golden Eagles,1047.0,321.0,layup,putback,false,2.0
Bears,Lumberjacks,1044.0,279.0,layup,,false,2.0
Bears,Cowboys,1054.0,293.0,layup,,false,2.0
Bears,Red Raiders,1047.0,277.0,layup,,false,2.0
Bears,Bears,1061.0,325.0,layup,,false,2.0
Bears,Red Raiders,89.0,260.0,dunk,,false,2.0
Bears,Tigers,79.0,36.0,jump shot,,true,3.0
Bears,Cowboys,1013.0,305.0,layup,,false,2.0
Bears,Red Wolves,68.0,243.0,layup,,false,2.0
Bears,Golden Eagles,91.0,256.0,layup,alley-oop,false,2.0
Bears,Longhorns,1041.0,317.0,layup,,false,2.0
Bears,Shockers,1079.0,33.0,jump shot,,true,3.0
Bears,Bears,147.0,194.0,jump shot,turnaround,false,2.0
Bears,Red Raiders,1076.0,575.0,jump shot,,true,3.0
Bears,Mountaineers,319.0,113.0,jump shot,pullup,true,3.0
Bears,Aggies,1009.0,301.0,layup,,false,2.0
Bears,Wildcats,78.0,291.0,layup,,false,2.0
Bears,Red Wolves,1052.0,365.0,layup,,false,2.0
Bears,Rams,848.0,111.0,jump shot,,true,3.0
Bears,Panthers,823.0,143.0,jump shot,,true,3.0
Bears,Mountaineers,1035.0,298.0,layup,,false,2.0
Bears,Cyclones,106.0,287.0,layup,,false,2.0
Bears,Jayhawks,72.0,290.0,layup,,false,2.0
Bears,Wildcats,75.0,458.0,jump shot,pullup,false,2.0
Bears,Cyclones,1024.0,338.0,jump shot,,false,2.0
Bears,Wildcats,77.0,281.0,layup,,false,2.0
Bears,Tigers,1047.0,342.0,layup,,false,2.0
Bears,Jaguars,119.0,293.0,layup,,false,2.0
Bears,Longhorns,264.0,113.0,jump shot,,true,3.0
Bears,Lumberjacks,79.0,277.0,layup,,false,2.0
Bears,Tigers,1028.0,382.0,jump shot,driving,false,2.0
Bears,Aggies,1021.0,296.0,jump shot,,false,2.0
Bears,Sooners,786.0,273.0,jump shot,,true,3.0
Bears,Bearkats,1034.0,293.0,layup,,false,2.0
Bears,Cyclones,1031.0,315.0,layup,,false,2.0
Bears,Cyclones,94.0,328.0,layup,,false,2.0
Bears,Musketeers,1047.0,284.0,layup,,false,2.0
Bears,Tigers,1059.0,370.0,jump shot,fadeaway,false,2.0
Bears,Cyclones,1006.0,291.0,layup,,false,2.0
Bears,Wildcats,99.0,289.0,jump shot,,false,2.0
Bears,Jayhawks,95.0,314.0,layup,,false,2.0
Bears,Longhorns,889.0,421.0,jump shot,,false,2.0
Bears,Sooners,858.0,284.0,jump shot,,false,2.0
Bears,Cyclones,182.0,315.0,jump shot,,false,2.0
Bears,Cyclones,156.0,290.0,jump shot,,false,2.0
Bears,Spartans,81.0,238.0,dunk,,false,2.0
Bears,Jayhawks,1050.0,568.0,jump shot,,true,3.0
Bears,Red Raiders,72.0,334.0,layup,,false,2.0
Bears,Jaguars,64.0,569.0,jump shot,,true,3.0
Bears,Lumberjacks,44.0,225.0,layup,,false,2.0
Bears,Wildcats,60.0,492.0,jump shot,,false,2.0
Bears,Longhorns,1028.0,305.0,tip shot,,false,2.0
Bears,Sooners,1061.0,334.0,layup,driving,false,2.0
Bears,Sooners,1028.0,298.0,jump shot,,false,2.0
Bears,Islanders,1069.0,29.0,jump shot,,true,3.0
Bears,Jaguars,106.0,281.0,layup,,false,2.0
Bears,Mountaineers,230.0,506.0,jump shot,,true,3.0
Bears,Tigers,1047.0,310.0,layup,,false,2.0
Bears,Sooners,1017.0,302.0,dunk,,false,2.0
Bears,Bearkats,345.0,284.0,jump shot,,true,3.0
Bears,Sooners,948.0,333.0,jump shot,floating,false,2.0
Bears,Bears,1026.0,305.0,layup,finger roll,false,2.0
Bears,Longhorns,89.0,32.0,jump shot,,true,3.0
Bears,Sooners,281.0,489.0,jump shot,,true,3.0
Bears,Tigers,354.0,338.0,jump shot,,true,3.0
Bears,Lumberjacks,1020.0,22.0,jump shot,,true,3.0
Bears,Red Raiders,82.0,561.0,jump shot,,true,3.0
Bears,Longhorns,109.0,249.0,layup,,false,2.0
Bears,Commodores,727.0,143.0,jump shot,,true,3.0
Bears,Bearkats,1042.0,349.0,jump shot,turnaround,false,2.0
Bears,Tigers,1038.0,30.0,jump shot,,true,3.0
Bears,Tigers,1021.0,332.0,jump shot,,false,2.0
Bears,Cyclones,123.0,327.0,layup,,false,2.0
Bears,Wildcats,1024.0,572.0,jump shot,,true,3.0
Bears,Wildcats,1044.0,32.0,jump shot,,true,3.0
Bears,Jaguars,1044.0,379.0,jump shot,,false,2.0
Bears,Sooners,1052.0,349.0,layup,,false,2.0
Bears,Sooners,96.0,353.0,hook shot,,false,2.0
Bears,Tigers,89.0,298.0,hook shot,,false,2.0
Bears,Wildcats,118.0,242.0,layup,driving,false,2.0
Bears,Tigers,865.0,490.0,jump shot,,true,3.0
Bears,Jayhawks,1051.0,280.0,dunk,,false,2.0
Bears,Cowboys,1045.0,202.0,jump shot,,false,2.0
Bears,Longhorns,989.0,389.0,jump shot,,false,2.0
Bears,Bearkats,109.0,287.0,layup,,false,2.0
Bears,Tigers,108.0,294.0,layup,,false,2.0
Bears,Tigers,1054.0,359.0,layup,,false,2.0
Bears,Red Raiders,84.0,284.0,layup,putback,false,2.0
Bears,Aggies,88.0,287.0,layup,,false,2.0
Bears,Mountaineers,1035.0,303.0,jump shot,,false,2.0
Bears,Sooners,1021.0,427.0,jump shot,fadeaway,false,2.0
Bears,Tigers,1044.0,312.0,layup,,false,2.0
Bears,Cyclones,101.0,280.0,layup,,false,2.0
